ArbiBird #1: Background: Blue, Beak: Stark - Gray, Body: Small - Gray, Eyes: Hoodie, Eyewear: Angry - Red, Headwear: Visor (Jade), Outerwear: Captain's Cap
ArbiBird #7066: Background: Blue, Beak: Tabby - Green, Body: Small (Jade), Eyes: Punk Jacket, Eyewear: Relaxed - Gray, Headwear: Half-moon Spectacles, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7067: Background: Blue, Beak: Emperor - Green, Body: Long - Gray, Eyes: Hero's Tunic, Eyewear: Relaxed (Enlightened), Headwear: Visor, Outerwear: Moon Hat
ArbiBird #7068: Background: Blue, Beak: Stark - Purple, Body: Short - Gray, Eyes: Gold Chain, Eyewear: Side-eye - White, Headwear: Visor (Jade), Outerwear: Mohawk (Green)
ArbiBird #7069: Background: Blue, Beak: Tabby - Pink, Body: Long - Golden, Eyes: Hero's Tunic, Eyewear: Open (Enlightened), Headwear: Black-rimmed Glasses, Outerwear: Mohawk (Jade)
ArbiBird #7070: Background: Blue, Beak: Golden - Legendary Professor, Body: Short - Skeleton, Eyes: Jean Jacket, Eyewear: Discerning - Skeleton, Headwear: Big Tech, Outerwear: Aviator's Cap
ArbiBird #7071: Background: Blue, Beak: Emperor - Gray, Body: Small (Cosmic), Eyes: Diamond Necklace, Eyewear: Adorable - Ruby, Headwear: Rose-Colored Glasses, Outerwear: Hero's Cap
ArbiBird #7072: Background: Blue, Beak: Jade - Legendary Brave, Body: Short (Jade), Eyes: Diamond Necklace, Eyewear: Glitch 3, Headwear: 3D Glasses, Outerwear: Mohawk (Pink)
ArbiBird #7073: Background: Blue, Beak: Jade - Legendary Professor, Body: Short - Ruby, Eyes: Punk Jacket, Eyewear: Side-eye - Red, Headwear: Sunglasses, Outerwear: Queen's Crown
ArbiBird #7074: Background: Blue, Beak: Brave - Brown, Body: Small (Cosmic), Eyes: Hoodie, Eyewear: Side-eye - Blue, Headwear: Sunglasses, Outerwear: Wizard's Hat (Jade)
ArbiBird #7075: Background: Blue, Beak: Jade - Legendary Brave, Body: Long - Golden, Eyes: Hero's Tunic, Eyewear: Glitch 6, Headwear: Eyepatch, Outerwear: Karate Band
ArbiBird #7076: Background: Blue, Beak: Glitch - Legendary Brave, Body: Long - Robot, Eyes: Diamond Necklace, Eyewear: Open - White, Headwear: Visor (Jade), Outerwear: Raincloud
ArbiBird #7077: Background: Blue, Beak: Stark - Black, Body: Small (Cosmic), Eyes: Hoodie, Eyewear: Angry - Robot, Headwear: Visor, Outerwear: Headband
ArbiBird #7078: Background: Blue, Beak: Jade - Legendary Professor, Body: Small (Jade), Eyes: Diamond Necklace, Eyewear: Discerning - Golden, Headwear: Monocle (Jade), Outerwear: Backwards Hat
ArbiBird #7079: Background: Blue, Beak: Professor - Gray, Body: Small (Enlightened), Eyes: Bomber Jacket, Eyewear: Discerning - Blue, Headwear: Black-rimmed Glasses, Outerwear: Wizard's Hat (Jade)
ArbiBird #7080: Background: Blue, Beak: Guardian - Brown, Body: Long - Robot, Eyes: Hoodie, Eyewear: Open (Jade), Headwear: Monocle, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7081: Background: Blue, Beak: Stark - Purple, Body: Long - Ruby, Eyes: Jean Jacket, Eyewear: Adorable - Epic, Headwear: Monocle (Jade), Outerwear: Halo (Jade)
ArbiBird #7082: Background: Blue, Beak: Sage - Black, Body: Long - Golden, Eyes: Hoodie Down, Eyewear: Side-eye - Golden, Headwear: Sunglasses, Outerwear: Mohawk (Jade)
ArbiBird #7083: Background: Blue, Beak: Tabby - Gray, Body: Small - Skeleton, Eyes: Gold Chain, Eyewear: Glitch 6, Headwear: Eyepatch, Outerwear: Halo (Jade)
ArbiBird #7084: Background: Blue, Beak: Jade - Legendary Guardian, Body: Small - Skeleton, Eyes: Hoodie Down, Eyewear: Angry - Golden, Headwear: Half-moon Spectacles, Outerwear: Space Helmet
ArbiBird #7085: Background: Blue, Beak: Sage - Red, Body: Short - Gray, Eyes: Hoodie Down, Eyewear: Angry - White, Headwear: Monocle (Jade), Outerwear: Wizard's Hat (Jade)
ArbiBird #7086: Background: Blue, Beak: Glitch - Legendary Professor, Body: Short - Orange, Eyes: Diamond Necklace, Eyewear: Glitch 5, Headwear: Visor (Jade), Outerwear: Wizard's Hat
ArbiBird #7087: Background: Blue, Beak: Stark - Gray, Body: Small - Ruby, Eyes: Jean Jacket, Eyewear: Glitch 5, Headwear: 3D Glasses, Outerwear: Tiny Crown (Jade)
ArbiBird #7088: Background: Blue, Beak: Stark - Red, Body: Short (Jade), Eyes: Gold Chain, Eyewear: Side-eye - Red, Headwear: None, Outerwear: Dancing Flame
ArbiBird #7089: Background: Blue, Beak: Tabby - Green, Body: Small (Enlightened), Eyes: Bomber Jacket, Eyewear: Closed (Enlightened), Headwear: Sunglasses, Outerwear: Tiara
ArbiBird #7090: Background: Blue, Beak: Sage - Purple, Body: Short - Golden, Eyes: Diamond Necklace, Eyewear: Angry - Blue, Headwear: Gazelles, Outerwear: Mohawk (Pink)
ArbiBird #7091: Background: Blue, Beak: Professor - Pink, Body: Short - Ruby, Eyes: Diamond Necklace, Eyewear: Discerning - Purple, Headwear: Half-moon Spectacles, Outerwear: Rubber Duck
ArbiBird #7092: Background: Blue, Beak: Tranquil - Purple, Body: Small - Gray, Eyes: Hero's Tunic, Eyewear: Relaxed - White, Headwear: Eyepatch, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7093: Background: Blue, Beak: Jade - Legendary Guardian, Body: Long - Skeleton, Eyes: Diamond Necklace, Eyewear: Open - Fire, Headwear: Black-rimmed Glasses, Outerwear: Halo (Enlightened Variant)
ArbiBird #7094: Background: Blue, Beak: Emperor - Brown, Body: Small (Jade), Eyes: Jean Jacket, Eyewear: Relaxed (Jade), Headwear: Eyepatch, Outerwear: Cowboy Hat
ArbiBird #7095: Background: Blue, Beak: Guardian - Purple, Body: Short - Orange, Eyes: Bomber Jacket, Eyewear: Discerning - Golden, Headwear: Monocle (Jade), Outerwear: Moon Hat
ArbiBird #7096: Background: Blue, Beak: Glitch - Legendary Emperor, Body: Short - Gray, Eyes: Diamond Necklace, Eyewear: Open - Diamond, Headwear: Rose-Colored Glasses, Outerwear: Headphones
ArbiBird #7097: Background: Blue, Beak: Guardian - Purple, Body: Short - Skeleton, Eyes: Bomber Jacket, Eyewear: Glitch 3, Headwear: Visor, Outerwear: Lincoln
ArbiBird #7098: Background: Blue, Beak: Tranquil - Green, Body: Long - Golden, Eyes: None, Eyewear: Side-eye - Purple, Headwear: Jobs Glasses, Outerwear: Tiara
ArbiBird #7099: Background: Blue, Beak: Professor - Purple, Body: Long - Skeleton, Eyes: Gold Chain, Eyewear: Open - Green, Headwear: Black-rimmed Glasses, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7100: Background: Blue, Beak: Enlightened - Legendary Crescent, Body: Short (Jade), Eyes: Punk Jacket, Eyewear: Angry - Green, Headwear: Visor (Jade), Outerwear: Halo (Jade)
ArbiBird #7101: Background: Blue, Beak: Tabby - Red, Body: Short - Skeleton, Eyes: Hoodie, Eyewear: Discerning - Golden, Headwear: Sunglasses, Outerwear: Cowboy Hat
ArbiBird #7102: Background: Blue, Beak: Sage - Blue, Body: Small - Golden, Eyes: Punk Jacket, Eyewear: Angry - Ruby, Headwear: Visor, Outerwear: Unicorn Horn (Jade)
ArbiBird #7103: Background: Blue, Beak: Crescent - Purple, Body: Small - Gray, Eyes: Hoodie Down, Eyewear: Open - Robot, Headwear: Sunglasses, Outerwear: Tiara
ArbiBird #7104: Background: Blue, Beak: Glitch - Legendary Brave, Body: Small - Orange, Eyes: None, Eyewear: Open - Skeleton, Headwear: Rose-Colored Glasses, Outerwear: Raincloud
ArbiBird #7105: Background: Blue, Beak: Brave - White, Body: Small - Robot, Eyes: None, Eyewear: Discerning - Purple, Headwear: Monocle (Jade), Outerwear: Beanie
ArbiBird #7106: Background: Blue, Beak: Emperor - Red, Body: Long - Skeleton, Eyes: Diamond Necklace, Eyewear: Angry - White, Headwear: Rose-Colored Glasses, Outerwear: Durag
ArbiBird #7107: Background: Blue, Beak: Glitch - Legendary Brave, Body: Short - Orange, Eyes: None, Eyewear: Glitch 3, Headwear: Rose-Colored Glasses, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7108: Background: Blue, Beak: Cosmic - Legendary Emperor, Body: Short - Golden, Eyes: Bomber Jacket, Eyewear: Relaxed - Red, Headwear: Eyepatch, Outerwear: Dancing Flame
ArbiBird #7109: Background: Blue, Beak: Enlightened - Legendary Guardian, Body: Long - Golden, Eyes: Diamond Necklace, Eyewear: Open - Fire, Headwear: Monocle (Jade), Outerwear: Grail
ArbiBird #7110: Background: Blue, Beak: Emperor - Blue, Body: Long - Gray, Eyes: Punk Jacket, Eyewear: Side-eye - Purple, Headwear: Gazelles, Outerwear: Queen's Crown
ArbiBird #7111: Background: Blue, Beak: Guardian - Black, Body: Long - Skeleton, Eyes: Bomber Jacket, Eyewear: Angry - Blue, Headwear: Big Tech, Outerwear: Durag
ArbiBird #7112: Background: Blue, Beak: Stark - White, Body: Long - Orange, Eyes: Hero's Tunic, Eyewear: Angry - Blue, Headwear: Eyepatch, Outerwear: Beanie
ArbiBird #7113: Background: Blue, Beak: Tranquil - Purple, Body: Long - Robot, Eyes: Punk Jacket, Eyewear: Open (Enlightened), Headwear: 3D Glasses, Outerwear: Headphones
ArbiBird #7114: Background: Blue, Beak: Professor - Brown, Body: Small - Golden, Eyes: Gold Chain, Eyewear: Discerning - Red, Headwear: Visor, Outerwear: Skully
ArbiBird #7115: Background: Blue, Beak: Stark - Green, Body: Small - Ruby, Eyes: Gold Chain, Eyewear: Angry - Golden, Headwear: Half-moon Spectacles, Outerwear: Bucket Hat
ArbiBird #7116: Background: Blue, Beak: Brave - Purple, Body: Small - Gray, Eyes: Gold Chain, Eyewear: Relaxed - Blue, Headwear: Black-rimmed Glasses, Outerwear: Aviator's Cap
ArbiBird #7117: Background: Blue, Beak: Guardian - Gray, Body: Small - Orange, Eyes: Hero's Tunic, Eyewear: Open (Enlightened), Headwear: Half-moon Spectacles, Outerwear: Halo
ArbiBird #7118: Background: Blue, Beak: Sage - Blue, Body: Long - Golden, Eyes: Hoodie Down, Eyewear: Side-eye - White, Headwear: Monocle, Outerwear: Headband
ArbiBird #7119: Background: Blue, Beak: Guardian - Purple, Body: Small - Gray, Eyes: Hoodie Down, Eyewear: Glitch 6, Headwear: Jobs Glasses, Outerwear: Crescent Talisman (Jade)
ArbiBird #7120: Background: Blue, Beak: Skeleton - Bone, Body: Long - Gray, Eyes: Gold Chain, Eyewear: Relaxed - Blue, Headwear: Big Tech, Outerwear: Bucket Hat
ArbiBird #7121: Background: Blue, Beak: Jade - Legendary Crescent, Body: Small (Enlightened), Eyes: Hoodie, Eyewear: Moon - Epic, Headwear: Jobs Glasses, Outerwear: Dancing Flame (Jade)
ArbiBird #7122: Background: Blue, Beak: Cosmic - Legendary Crescent, Body: Small - Golden, Eyes: Jean Jacket, Eyewear: Rainbow - Epic, Headwear: Eyepatch, Outerwear: Beanie
ArbiBird #7123: Background: Blue, Beak: Cosmic - Legendary Brave, Body: Short - Golden, Eyes: Hoodie Down, Eyewear: Open - Gray, Headwear: Big Tech, Outerwear: Bucket Hat
ArbiBird #7124: Background: Blue, Beak: Sage - Pink, Body: Small (Jade), Eyes: Diamond Necklace, Eyewear: Open - Blue, Headwear: Sunglasses, Outerwear: Moon Hat
ArbiBird #7125: Background: Blue, Beak: Sage - Black, Body: Small - Orange, Eyes: Hero's Tunic, Eyewear: Relaxed - Ruby, Headwear: Monocle (Jade), Outerwear: Space Helmet
ArbiBird #7126: Background: Blue, Beak: Tranquil - White, Body: Small - Robot, Eyes: None, Eyewear: Discerning - Red, Headwear: Visor, Outerwear: Tiny Crown
ArbiBird #7127: Background: Blue, Beak: Tabby - White, Body: Long - Ruby, Eyes: None, Eyewear: Discerning - Golden, Headwear: 3D Glasses, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7128: Background: Blue, Beak: Tranquil - White, Body: Small - Orange, Eyes: Hoodie, Eyewear: Open - Fire, Headwear: None, Outerwear: Halo (Jade)
ArbiBird #7129: Background: Blue, Beak: Emperor - Pink, Body: Small (Enlightened), Eyes: Punk Jacket, Eyewear: Open - Adorable, Headwear: Visor (Jade), Outerwear: Halo (Jade)
ArbiBird #7130: Background: Blue, Beak: Tranquil - Pink, Body: Long - Skeleton, Eyes: None, Eyewear: Discerning - White, Headwear: Aviators, Outerwear: Hero's Cap
ArbiBird #7131: Background: Blue, Beak: Stark - White, Body: Small - Skeleton, Eyes: Hero's Tunic, Eyewear: Open - Skeleton, Headwear: Big Tech, Outerwear: Rubber Duck
ArbiBird #7132: Background: Blue, Beak: Crescent - White, Body: Short - Ruby, Eyes: Hero's Tunic, Eyewear: Diamond - Epic, Headwear: None, Outerwear: Chromie
ArbiBird #7133: Background: Blue, Beak: Stark - White, Body: Short (Jade), Eyes: Gold Chain, Eyewear: Angry - Robot, Headwear: Half-moon Spectacles, Outerwear: Mohawk (Green)
ArbiBird #7134: Background: Blue, Beak: Sage - Brown, Body: Short (Jade), Eyes: Hero's Tunic, Eyewear: Discerning - White, Headwear: Big Tech, Outerwear: Fire
ArbiBird #7135: Background: Blue, Beak: Tabby - White, Body: Small - Orange, Eyes: Hero's Tunic, Eyewear: Adorable - Ruby, Headwear: Black-rimmed Glasses, Outerwear: Tiny Crown (Enlightened)
ArbiBird #7136: Background: Blue, Beak: Brave - Gray, Body: Small (Enlightened), Eyes: Hoodie Down, Eyewear: Fire - Epic, Headwear: Monocle, Outerwear: Bucket Hat
ArbiBird #7137: Background: Blue, Beak: Jade - Legendary Guardian, Body: Small - Orange, Eyes: Hoodie Down, Eyewear: Moon - Epic, Headwear: None, Outerwear: Bow
ArbiBird #7138: Background: Blue, Beak: Guardian - Blue, Body: Small - Robot, Eyes: Diamond Necklace, Eyewear: Angry - Purple, Headwear: Eyepatch, Outerwear: Hero's Cap
ArbiBird #7139: Background: Blue, Beak: Cosmic - Legendary Guardian, Body: Small - Ruby, Eyes: Hoodie, Eyewear: Adorable - Ruby, Headwear: Aviators, Outerwear: Backwards Hat
ArbiBird #7140: Background: Blue, Beak: Jade - Legendary Professor, Body: Small (Enlightened), Eyes: Diamond Necklace, Eyewear: Relaxed - Green, Headwear: Eyepatch, Outerwear: Moon Hat
ArbiBird #7141: Background: Blue, Beak: Jade - Legendary Emperor, Body: Short - Orange, Eyes: Jean Jacket, Eyewear: Angry - Green, Headwear: Jobs Glasses, Outerwear: Queen's Crown
ArbiBird #7142: Background: Blue, Beak: Golden - Legendary Emperor, Body: Small - Orange, Eyes: Jean Jacket, Eyewear: Open - Moon, Headwear: Black-rimmed Glasses, Outerwear: Rubber Duck
ArbiBird #7143: Background: Blue, Beak: Enlightened - Legendary Emperor, Body: Small (Cosmic), Eyes: Gold Chain, Eyewear: Open - Adorable, Headwear: Jobs Glasses, Outerwear: Lincoln
ArbiBird #7144: Background: Blue, Beak: Stark - Pink, Body: Long - Gray, Eyes: Bomber Jacket, Eyewear: Moon - Epic, Headwear: Black-rimmed Glasses, Outerwear: Halo
ArbiBird #7145: Background: Blue, Beak: Sage - Brown, Body: Small - Gray, Eyes: Punk Jacket, Eyewear: Glitch 2, Headwear: Black-rimmed Glasses, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7146: Background: Blue, Beak: Robot - Metal, Body: Long - Robot, Eyes: Hoodie Down, Eyewear: Angry - Purple, Headwear: Half-moon Spectacles, Outerwear: Tiny Crown (Jade)
ArbiBird #7147: Background: Blue, Beak: Tranquil - Gray, Body: Short - Ruby, Eyes: Jean Jacket, Eyewear: Open - Golden, Headwear: Big Tech, Outerwear: Lincoln
ArbiBird #7148: Background: Blue, Beak: Enlightened - Legendary Crescent, Body: Short (Jade), Eyes: Hero's Tunic, Eyewear: Angry - White, Headwear: Gazelles, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7149: Background: Blue, Beak: Tranquil - Red, Body: Short - Skeleton, Eyes: Diamond Necklace, Eyewear: Discerning - White, Headwear: Visor, Outerwear: Mohawk (Jade)
ArbiBird #7150: Background: Blue, Beak: Golden - Legendary Sage, Body: Small - Skeleton, Eyes: Gold Chain, Eyewear: Open - Blue, Headwear: Monocle, Outerwear: Chromie
ArbiBird #7151: Background: Blue, Beak: Tabby - Purple, Body: Short - Skeleton, Eyes: Gold Chain, Eyewear: Glitch 6, Headwear: Eyepatch, Outerwear: Dancing Flame
ArbiBird #7152: Background: Blue, Beak: Stark - Blue, Body: Short - Robot, Eyes: Gold Chain, Eyewear: Relaxed - Red, Headwear: Gazelles, Outerwear: Crescent Talisman (Jade)
ArbiBird #7153: Background: Blue, Beak: Robot - Metal, Body: Small - Gray, Eyes: Hero's Tunic, Eyewear: Angry - Yellow, Headwear: Eyepatch, Outerwear: Queen's Crown
ArbiBird #7154: Background: Blue, Beak: Tranquil - Green, Body: Short - Robot, Eyes: Punk Jacket, Eyewear: Angry - Red, Headwear: Gazelles, Outerwear: Crescent Talisman
ArbiBird #7155: Background: Blue, Beak: Sage - Green, Body: Long - Skeleton, Eyes: Hoodie Down, Eyewear: Adorable - Ruby, Headwear: Rose-Colored Glasses, Outerwear: Queen's Crown
ArbiBird #7156: Background: Blue, Beak: Tranquil - Green, Body: Short - Golden, Eyes: None, Eyewear: Side-eye - Purple, Headwear: Visor (Jade), Outerwear: Wizard's Hat
ArbiBird #7157: Background: Blue, Beak: Professor - Purple, Body: Short - Ruby, Eyes: None, Eyewear: Side-eye - Purple, Headwear: Gazelles, Outerwear: Grail
ArbiBird #7158: Background: Blue, Beak: Stark - Blue, Body: Small - Ruby, Eyes: None, Eyewear: Discerning - Red, Headwear: Aviators, Outerwear: Mohawk (Pink)
ArbiBird #7159: Background: Blue, Beak: Guardian - Purple, Body: Small - Skeleton, Eyes: Hoodie Down, Eyewear: Open - Enchanted, Headwear: Gazelles, Outerwear: None
ArbiBird #7160: Background: Blue, Beak: Emperor - Brown, Body: Small - Golden, Eyes: Hoodie Down, Eyewear: Open (Jade), Headwear: Gazelles, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #7161: Background: Blue, Beak: Crescent - Red, Body: Short - Ruby, Eyes: Jean Jacket, Eyewear: Glitch 3, Headwear: Big Tech, Outerwear: Moon Hat
ArbiBird #7162: Background: Blue, Beak: Professor - White, Body: Short - Ruby, Eyes: Gold Chain, Eyewear: Open - Gray, Headwear: Jobs Glasses, Outerwear: Diamond
ArbiBird #7163: Background: Blue, Beak: Brave - Brown, Body: Short - Golden, Eyes: Diamond Necklace, Eyewear: Open - Rainbow, Headwear: Monocle (Jade), Outerwear: Gremplin
ArbiBird #7164: Background: Blue, Beak: Stark - Green, Body: Short - Orange, Eyes: Hero's Tunic, Eyewear: Open - Purple, Headwear: Sunglasses, Outerwear: Skully (Jade)
ArbiBird #7165: Background: Blue, Beak: Brave - Red, Body: Long - Ruby, Eyes: Punk Jacket, Eyewear: Open - Robot, Headwear: Big Tech, Outerwear: Flower
ArbiBird #7166: Background: Blue, Beak: Cosmic - Legendary Professor, Body: Short - Gray, Eyes: Hoodie Down, Eyewear: Open - Golden, Headwear: Black-rimmed Glasses, Outerwear: Chromie
ArbiBird #7167: Background: Blue, Beak: Cosmic - Legendary Emperor, Body: Long - Orange, Eyes: Gold Chain, Eyewear: Angry - Robot, Headwear: Monocle, Outerwear: Crescent Talisman
ArbiBird #7168: Background: Blue, Beak: Emperor - Green, Body: Small (Enlightened), Eyes: Hoodie Down, Eyewear: Angry - Skeleton, Headwear: Black-rimmed Glasses, Outerwear: Headband
ArbiBird #7169: Background: Blue, Beak: Professor - White, Body: Small (Enlightened), Eyes: Bomber Jacket, Eyewear: Open - Skeleton, Headwear: Rose-Colored Glasses, Outerwear: Mohawk (Jade)
ArbiBird #7170: Background: Blue, Beak: Tranquil - Pink, Body: Small (Jade), Eyes: None, Eyewear: Discerning - Red, Headwear: Visor (Jade), Outerwear: Crescent Talisman
ArbiBird #7171: Background: Blue, Beak: Crescent - Brown, Body: Small - Orange, Eyes: Bomber Jacket, Eyewear: Angry - Purple, Headwear: Sunglasses, Outerwear: Beanie
ArbiBird #7172: Background: Blue, Beak: Jade - Legendary Professor, Body: Small - Golden, Eyes: None, Eyewear: Open - Red, Headwear: Sunglasses, Outerwear: Durag
ArbiBird #7173: Background: Blue, Beak: Professor - Gray, Body: Small (Jade), Eyes: Jean Jacket, Eyewear: Open - Rainbow, Headwear: Gazelles, Outerwear: Durag
ArbiBird #7174: Background: Blue, Beak: Crescent - Gray, Body: Small - Skeleton, Eyes: Diamond Necklace, Eyewear: Discerning - Purple, Headwear: Sunglasses, Outerwear: Hero's Cap
ArbiBird #7175: Background: Blue, Beak: Crescent - Green, Body: Short - Skeleton, Eyes: Gold Chain, Eyewear: Side-eye - Green, Headwear: Half-moon Spectacles, Outerwear: Chromie
ArbiBird #7176: Background: Blue, Beak: Stark - Green, Body: Long - Orange, Eyes: None, Eyewear: Relaxed - Yellow, Headwear: Eyepatch, Outerwear: Diamond
ArbiBird #7177: Background: Blue, Beak: Tabby - White, Body: Short - Ruby, Eyes: Gold Chain, Eyewear: Discerning - White, Headwear: Half-moon Spectacles, Outerwear: Forest Ranger
ArbiBird #7178: Background: Blue, Beak: Crescent - Blue, Body: Long - Ruby, Eyes: Gold Chain, Eyewear: Side-eye - Purple, Headwear: Half-moon Spectacles, Outerwear: Aviator's Cap
ArbiBird #7179: Background: Blue, Beak: Professor - Black, Body: Small (Jade), Eyes: Diamond Necklace, Eyewear: Relaxed - White, Headwear: None, Outerwear: Mohawk (Pink)
ArbiBird #7180: Background: Blue, Beak: Brave - White, Body: Short - Robot, Eyes: Hoodie, Eyewear: Glitch 3, Headwear: Big Tech, Outerwear: Halo (Enlightened Variant)
ArbiBird #7181: Background: Blue, Beak: Brave - Black, Body: Long - Robot, Eyes: Diamond Necklace, Eyewear: Discerning - Yellow, Headwear: Black-rimmed Glasses, Outerwear: Bucket Hat
