ArbiBird #1: Background: Blue, Body: Stark - Gray, Beak: Small - Gray, Outerwear: Hoodie, Eyes: Angry - Red, Eyewear: Visor (Jade), Headwear: Captain's Cap
ArbiBird #8904: Background: Blue, Body: Enlightened - Legendary Crescent, Beak: Short (Jade), Outerwear: Jean Jacket, Eyes: Diamond - Epic, Eyewear: Eyepatch, Headwear: Captain's Cap
ArbiBird #8905: Background: Blue, Body: Crescent - Gray, Beak: Long - Gray, Outerwear: Diamond Necklace, Eyes: Open - Rainbow, Eyewear: Visor, Headwear: Captain's Cap
ArbiBird #8906: Background: Blue, Body: Cosmic - Legendary Guardian, Beak: Small - Ruby, Outerwear: Hero's Tunic, Eyes: Discerning - White, Eyewear: Sunglasses, Headwear: Skully (Jade)
ArbiBird #8907: Background: Blue, Body: Crescent - White, Beak: Long - Ruby, Outerwear: Hero's Tunic, Eyes: Open - Skeleton, Eyewear: 3D Glasses, Headwear: Cowboy Hat
ArbiBird #8908: Background: Blue, Body: Guardian - Pink, Beak: Short - Golden, Outerwear: Diamond Necklace, Eyes: Adorable - Ruby, Eyewear: Aviators, Headwear: None
ArbiBird #8909: Background: Blue, Body: Sage - Green, Beak: Small - Robot, Outerwear: Gold Chain, Eyes: Open - Green, Eyewear: Sunglasses, Headwear: Wizard's Hat
ArbiBird #8910: Background: Blue, Body: Tranquil - Red, Beak: Small - Robot, Outerwear: Bomber Jacket, Eyes: Discerning - Blue, Eyewear: Monocle (Jade), Headwear: Headphones
ArbiBird #8911: Background: Blue, Body: Enlightened - Legendary Emperor, Beak: Small (Cosmic), Outerwear: Bomber Jacket, Eyes: Discerning - Purple, Eyewear: Gazelles, Headwear: Wizard's Hat (Jade)
ArbiBird #8912: Background: Blue, Body: Tabby - Green, Beak: Small - Golden, Outerwear: Diamond Necklace, Eyes: Relaxed - Skeleton, Eyewear: Gazelles, Headwear: Witch's Hat
ArbiBird #8913: Background: Blue, Body: Stark - White, Beak: Small - Ruby, Outerwear: Hero's Tunic, Eyes: Open (Cosmic), Eyewear: Aviators, Headwear: Durag
ArbiBird #8914: Background: Blue, Body: Jade - Legendary Crescent, Beak: Long - Gray, Outerwear: Bomber Jacket, Eyes: Side-eye - White, Eyewear: Monocle (Jade), Headwear: Bandana
ArbiBird #8915: Background: Blue, Body: Emperor - Gray, Beak: Small - Ruby, Outerwear: Hoodie, Eyes: Adorable - Ruby, Eyewear: Monocle (Jade), Headwear: Mohawk (Green)
ArbiBird #8916: Background: Blue, Body: Enlightened - Legendary Professor, Beak: Short (Jade), Outerwear: Hoodie Down, Eyes: Adorable - Ruby, Eyewear: Big Tech, Headwear: Captain's Cap
ArbiBird #8917: Background: Blue, Body: Professor - Red, Beak: Long - Gray, Outerwear: Jean Jacket, Eyes: Fire - Epic, Eyewear: Visor, Headwear: Tiny Crown
ArbiBird #8918: Background: Blue, Body: Glitch - Legendary Brave, Beak: Short - Robot, Outerwear: Jean Jacket, Eyes: Side-eye - Yellow, Eyewear: Aviators, Headwear: Backwards Hat
ArbiBird #8919: Background: Blue, Body: Robot - Metal, Beak: Short - Robot, Outerwear: Bomber Jacket, Eyes: Angry - Yellow, Eyewear: Gazelles, Headwear: Pirate's Hat
ArbiBird #8920: Background: Blue, Body: Professor - White, Beak: Short (Jade), Outerwear: Hoodie, Eyes: Angry - Green, Eyewear: Monocle (Jade), Headwear: Tiny Crown (Jade)
ArbiBird #8921: Background: Blue, Body: Glitch - Legendary Professor, Beak: Long - Robot, Outerwear: Hoodie, Eyes: Open - Green, Eyewear: Rose-Colored Glasses, Headwear: Fire
ArbiBird #8922: Background: Blue, Body: Stark - Green, Beak: Long - Skeleton, Outerwear: Gold Chain, Eyes: Open - Gray, Eyewear: Eyepatch, Headwear: Moon Hat
ArbiBird #8923: Background: Blue, Body: Jade - Legendary Emperor, Beak: Small - Golden, Outerwear: Hoodie Down, Eyes: Relaxed - Blue, Eyewear: Visor (Jade), Headwear: Fire
ArbiBird #8924: Background: Blue, Body: Golden - Legendary Emperor, Beak: Long - Skeleton, Outerwear: Bomber Jacket, Eyes: Open - Red, Eyewear: Sunglasses, Headwear: Backwards Hat
ArbiBird #8925: Background: Blue, Body: Tranquil - White, Beak: Small (Enlightened), Outerwear: Gold Chain, Eyes: Side-eye - Red, Eyewear: 3D Glasses, Headwear: Headphones
ArbiBird #8926: Background: Blue, Body: Guardian - Purple, Beak: Small - Skeleton, Outerwear: Hoodie Down, Eyes: Angry - Yellow, Eyewear: Aviators, Headwear: Crescent Talisman (Jade)
ArbiBird #8927: Background: Blue, Body: Enlightened - Legendary Guardian, Beak: Long - Golden, Outerwear: Hoodie Down, Eyes: Open - Gray, Eyewear: Rose-Colored Glasses, Headwear: Forest Ranger
ArbiBird #8928: Background: Blue, Body: Emperor - Brown, Beak: Long - Golden, Outerwear: Gold Chain, Eyes: Relaxed - Blue, Eyewear: Rose-Colored Glasses, Headwear: Halo
ArbiBird #8929: Background: Blue, Body: Enlightened - Legendary Crescent, Beak: Long - Skeleton, Outerwear: Diamond Necklace, Eyes: Angry - White, Eyewear: Monocle, Headwear: Bow
ArbiBird #8930: Background: Blue, Body: Professor - White, Beak: Short - Golden, Outerwear: Gold Chain, Eyes: Relaxed (Jade), Eyewear: Visor (Jade), Headwear: Dancing Flame
ArbiBird #8931: Background: Blue, Body: Sage - Blue, Beak: Short - Ruby, Outerwear: Bomber Jacket, Eyes: Relaxed - Ruby, Eyewear: Half-moon Spectacles, Headwear: Backwards Hat
ArbiBird #8932: Background: Blue, Body: Crescent - Blue, Beak: Small - Robot, Outerwear: Bomber Jacket, Eyes: Side-eye - Blue, Eyewear: Monocle, Headwear: Mohawk (Jade)
ArbiBird #8933: Background: Blue, Body: Tabby - Green, Beak: Small - Golden, Outerwear: Hero's Tunic, Eyes: Discerning - Red, Eyewear: 3D Glasses, Headwear: Mohawk (Green)
ArbiBird #8934: Background: Blue, Body: Brave - Gray, Beak: Small (Jade), Outerwear: Diamond Necklace, Eyes: Relaxed - White, Eyewear: Gazelles, Headwear: Tiara
ArbiBird #8935: Background: Blue, Body: Professor - Green, Beak: Small - Ruby, Outerwear: Hoodie Down, Eyes: Open - Red, Eyewear: Monocle (Jade), Headwear: Fire
ArbiBird #8936: Background: Blue, Body: Golden - Legendary Crescent, Beak: Small (Enlightened), Outerwear: Diamond Necklace, Eyes: Discerning - Yellow, Eyewear: Visor, Headwear: Beanie
ArbiBird #8937: Background: Blue, Body: Cosmic - Legendary Crescent, Beak: Long - Gray, Outerwear: Gold Chain, Eyes: Angry - Yellow, Eyewear: Aviators, Headwear: Tiny Crown (Jade)
ArbiBird #8938: Background: Blue, Body: Sage - Purple, Beak: Short - Skeleton, Outerwear: None, Eyes: Relaxed - Purple, Eyewear: None, Headwear: Grail
ArbiBird #8939: Background: Blue, Body: Professor - Purple, Beak: Long - Gray, Outerwear: Gold Chain, Eyes: Angry - Gray, Eyewear: Half-moon Spectacles, Headwear: Skully
ArbiBird #8940: Background: Blue, Body: Tranquil - Green, Beak: Long - Orange, Outerwear: Hoodie Down, Eyes: Side-eye - Purple, Eyewear: Eyepatch, Headwear: Grail
ArbiBird #8941: Background: Blue, Body: Guardian - White, Beak: Small - Robot, Outerwear: Hero's Tunic, Eyes: Adorable - Ruby, Eyewear: Black-rimmed Glasses, Headwear: Halo (Jade)
ArbiBird #8942: Background: Blue, Body: Brave - Red, Beak: Short - Gray, Outerwear: Gold Chain, Eyes: Diamond - Epic, Eyewear: None, Headwear: Captain's Cap
ArbiBird #8943: Background: Blue, Body: Emperor - Gray, Beak: Long - Golden, Outerwear: Gold Chain, Eyes: Angry - Golden, Eyewear: Monocle, Headwear: Halo (Enlightened Variant)
ArbiBird #8944: Background: Blue, Body: Brave - Pink, Beak: Small (Enlightened), Outerwear: Jean Jacket, Eyes: Relaxed (Jade), Eyewear: Gazelles, Headwear: Crescent Talisman (Jade)
ArbiBird #8945: Background: Blue, Body: Jade - Legendary Professor, Beak: Small - Skeleton, Outerwear: Punk Jacket, Eyes: Relaxed - Green, Eyewear: Aviators, Headwear: Rubber Duck
ArbiBird #8946: Background: Blue, Body: Cosmic - Legendary Sage, Beak: Short (Jade), Outerwear: None, Eyes: Side-eye - Gray, Eyewear: Big Tech, Headwear: Space Helmet
ArbiBird #8947: Background: Blue, Body: Jade - Legendary Crescent, Beak: Small - Ruby, Outerwear: None, Eyes: Glitch 4, Eyewear: Gazelles, Headwear: Witch's Hat
ArbiBird #8948: Background: Blue, Body: Tabby - Brown, Beak: Small - Ruby, Outerwear: Bomber Jacket, Eyes: Open - Red, Eyewear: Rose-Colored Glasses, Headwear: Moon Hat
ArbiBird #8949: Background: Blue, Body: Tranquil - Pink, Beak: Long - Orange, Outerwear: Jean Jacket, Eyes: Relaxed - Ruby, Eyewear: 3D Glasses, Headwear: Durag
ArbiBird #8950: Background: Blue, Body: Tabby - Red, Beak: Small - Gray, Outerwear: Jean Jacket, Eyes: Relaxed - Green, Eyewear: Visor, Headwear: Tiny Crown
ArbiBird #8951: Background: Blue, Body: Sage - Blue, Beak: Short - Orange, Outerwear: Jean Jacket, Eyes: Relaxed - Yellow, Eyewear: Gazelles, Headwear: Bow
ArbiBird #8952: Background: Blue, Body: Stark - White, Beak: Short (Jade), Outerwear: Diamond Necklace, Eyes: Angry - Ruby, Eyewear: Monocle, Headwear: Pirate's Hat
ArbiBird #8953: Background: Blue, Body: Professor - Blue, Beak: Long - Orange, Outerwear: Hero's Tunic, Eyes: Relaxed - Blue, Eyewear: Aviators, Headwear: Halo (Enlightened Variant)
ArbiBird #8954: Background: Blue, Body: Professor - Red, Beak: Small - Gray, Outerwear: Jean Jacket, Eyes: Glitch 2, Eyewear: Gazelles, Headwear: Headphones
ArbiBird #8955: Background: Blue, Body: Glitch - Legendary Brave, Beak: Short - Ruby, Outerwear: Hoodie Down, Eyes: Side-eye - Golden, Eyewear: Monocle (Jade), Headwear: Headband
ArbiBird #8956: Background: Blue, Body: Glitch - Legendary Brave, Beak: Short - Orange, Outerwear: Gold Chain, Eyes: Side-eye - Purple, Eyewear: None, Headwear: None
ArbiBird #8957: Background: Blue, Body: Brave - White, Beak: Small - Skeleton, Outerwear: Bomber Jacket, Eyes: Glitch 4, Eyewear: Monocle (Jade), Headwear: Wizard's Hat (Jade)
ArbiBird #8958: Background: Blue, Body: Tranquil - Gray, Beak: Short - Orange, Outerwear: Punk Jacket, Eyes: Angry - Blue, Eyewear: Eyepatch, Headwear: Diamond
ArbiBird #8959: Background: Blue, Body: Guardian - Green, Beak: Small (Enlightened), Outerwear: Punk Jacket, Eyes: Open - Skeleton, Eyewear: Monocle, Headwear: None
ArbiBird #8960: Background: Blue, Body: Cosmic - Legendary Emperor, Beak: Small - Golden, Outerwear: Diamond Necklace, Eyes: Angry - Robot, Eyewear: Visor, Headwear: Fire
ArbiBird #8961: Background: Blue, Body: Emperor - Purple, Beak: Small (Cosmic), Outerwear: Hoodie Down, Eyes: Open - Moon, Eyewear: Monocle, Headwear: Wizard's Hat (Jade)
ArbiBird #8962: Background: Blue, Body: Jade - Legendary Sage, Beak: Long - Ruby, Outerwear: None, Eyes: Discerning - Golden, Eyewear: Visor, Headwear: Durag
ArbiBird #8963: Background: Blue, Body: Brave - Purple, Beak: Long - Orange, Outerwear: Hoodie Down, Eyes: Open - Purple, Eyewear: Aviators, Headwear: Halo
ArbiBird #8964: Background: Blue, Body: Glitch - Legendary Sage, Beak: Long - Skeleton, Outerwear: Diamond Necklace, Eyes: Relaxed - Gray, Eyewear: Sunglasses, Headwear: Tiara
ArbiBird #8965: Background: Blue, Body: Crescent - Gray, Beak: Short - Golden, Outerwear: None, Eyes: Side-eye - Yellow, Eyewear: Sunglasses, Headwear: Captain's Cap
ArbiBird #8966: Background: Blue, Body: Cosmic - Legendary Brave, Beak: Long - Ruby, Outerwear: Hoodie Down, Eyes: Open - Golden, Eyewear: None, Headwear: Lincoln
ArbiBird #8967: Background: Blue, Body: Tabby - Brown, Beak: Short - Robot, Outerwear: Gold Chain, Eyes: Open - Enchanted, Eyewear: Jobs Glasses, Headwear: Bucket Hat
ArbiBird #8968: Background: Blue, Body: Professor - White, Beak: Small (Enlightened), Outerwear: None, Eyes: Angry - Red, Eyewear: Visor (Jade), Headwear: Tiny Crown (Jade)
ArbiBird #8969: Background: Blue, Body: Brave - Green, Beak: Long - Orange, Outerwear: Punk Jacket, Eyes: Relaxed - White, Eyewear: Monocle, Headwear: Mohawk (Pink)
ArbiBird #8970: Background: Blue, Body: Guardian - Pink, Beak: Long - Ruby, Outerwear: Punk Jacket, Eyes: Side-eye - White, Eyewear: Visor, Headwear: Cowboy Hat
ArbiBird #8971: Background: Blue, Body: Tranquil - Purple, Beak: Small (Cosmic), Outerwear: Gold Chain, Eyes: Angry - White, Eyewear: Gazelles, Headwear: Mohawk (Green)
ArbiBird #8972: Background: Blue, Body: Glitch - Legendary Emperor, Beak: Short - Ruby, Outerwear: Diamond Necklace, Eyes: Open - Ruby, Eyewear: Visor (Jade), Headwear: Forest Ranger
ArbiBird #8973: Background: Blue, Body: Crescent - Blue, Beak: Short - Robot, Outerwear: Jean Jacket, Eyes: Discerning - Red, Eyewear: Eyepatch, Headwear: Raincloud
ArbiBird #8974: Background: Blue, Body: Crescent - Red, Beak: Long - Gray, Outerwear: Hero's Tunic, Eyes: Relaxed - White, Eyewear: Rose-Colored Glasses, Headwear: Hero's Cap
ArbiBird #8975: Background: Blue, Body: Tranquil - Gray, Beak: Short (Jade), Outerwear: None, Eyes: Discerning - White, Eyewear: 3D Glasses, Headwear: Queen's Crown
ArbiBird #8976: Background: Blue, Body: Stark - Purple, Beak: Short - Ruby, Outerwear: Hoodie, Eyes: Angry - Red, Eyewear: Visor, Headwear: Headband
ArbiBird #8977: Background: Blue, Body: Stark - Brown, Beak: Small - Orange, Outerwear: Hoodie, Eyes: Angry - Green, Eyewear: None, Headwear: Wizard's Hat
ArbiBird #8978: Background: Blue, Body: Brave - Brown, Beak: Short - Ruby, Outerwear: Hero's Tunic, Eyes: Discerning - White, Eyewear: None, Headwear: Bucket Hat
ArbiBird #8979: Background: Blue, Body: Stark - White, Beak: Short - Gray, Outerwear: Jean Jacket, Eyes: Side-eye - Blue, Eyewear: Aviators, Headwear: Gremplin
ArbiBird #8980: Background: Blue, Body: Golden - Legendary Professor, Beak: Long - Skeleton, Outerwear: Punk Jacket, Eyes: Glitch 5, Eyewear: Gazelles, Headwear: Witch's Hat
ArbiBird #8981: Background: Blue, Body: Professor - Purple, Beak: Short (Jade), Outerwear: Punk Jacket, Eyes: Discerning - Green, Eyewear: Rose-Colored Glasses, Headwear: Tiny Crown (Jade)
ArbiBird #8982: Background: Blue, Body: Enlightened - Legendary Professor, Beak: Small - Orange, Outerwear: None, Eyes: Side-eye - Blue, Eyewear: Half-moon Spectacles, Headwear: Bow
ArbiBird #8983: Background: Blue, Body: Emperor - Purple, Beak: Long - Skeleton, Outerwear: Jean Jacket, Eyes: Side-eye - Golden, Eyewear: Visor, Headwear: Halo
ArbiBird #8984: Background: Blue, Body: Tabby - Pink, Beak: Short - Skeleton, Outerwear: Hoodie Down, Eyes: Open (Enlightened), Eyewear: Gazelles, Headwear: Diamond (Jade)
ArbiBird #8985: Background: Blue, Body: Professor - Purple, Beak: Small (Enlightened), Outerwear: Hoodie, Eyes: Angry - Red, Eyewear: Rose-Colored Glasses, Headwear: Halo (Jade)
ArbiBird #8986: Background: Blue, Body: Tranquil - Gray, Beak: Long - Robot, Outerwear: Diamond Necklace, Eyes: Glitch 4, Eyewear: Monocle (Jade), Headwear: Unicorn Horn (Jade)
ArbiBird #8987: Background: Blue, Body: Enlightened - Legendary Professor, Beak: Small (Cosmic), Outerwear: Hoodie Down, Eyes: Angry - Golden, Eyewear: Visor, Headwear: Queen's Crown
ArbiBird #8988: Background: Blue, Body: Tabby - White, Beak: Small - Golden, Outerwear: Hero's Tunic, Eyes: Relaxed - Ruby, Eyewear: Black-rimmed Glasses, Headwear: Diamond
ArbiBird #8989: Background: Blue, Body: Crescent - Black, Beak: Short - Orange, Outerwear: None, Eyes: Glitch 3, Eyewear: Visor (Jade), Headwear: Mohawk (Green)
ArbiBird #8990: Background: Blue, Body: Emperor - Red, Beak: Short - Gray, Outerwear: Hoodie Down, Eyes: Angry - Gray, Eyewear: Black-rimmed Glasses, Headwear: Fire
ArbiBird #8991: Background: Blue, Body: Professor - Brown, Beak: Long - Robot, Outerwear: Hoodie, Eyes: Relaxed - Golden, Eyewear: Gazelles, Headwear: Gremplin
ArbiBird #8992: Background: Blue, Body: Guardian - Gray, Beak: Short - Ruby, Outerwear: None, Eyes: Closed (Enlightened), Eyewear: Aviators, Headwear: Flower
ArbiBird #8993: Background: Blue, Body: Sage - Pink, Beak: Short (Jade), Outerwear: Punk Jacket, Eyes: Side-eye - Red, Eyewear: Eyepatch, Headwear: Moon Hat
ArbiBird #8994: Background: Blue, Body: Tranquil - Purple, Beak: Small - Robot, Outerwear: Hero's Tunic, Eyes: Open - White, Eyewear: Jobs Glasses, Headwear: Crescent Talisman (Jade)
ArbiBird #8995: Background: Blue, Body: Glitch - Legendary Crescent, Beak: Short - Ruby, Outerwear: Punk Jacket, Eyes: Angry - Golden, Eyewear: Monocle (Jade), Headwear: Diamond (Jade)
ArbiBird #8996: Background: Blue, Body: Brave - White, Beak: Small - Ruby, Outerwear: Hoodie Down, Eyes: Diamond - Epic, Eyewear: Black-rimmed Glasses, Headwear: Bucket Hat
ArbiBird #8997: Background: Blue, Body: Crescent - Black, Beak: Short - Orange, Outerwear: Hero's Tunic, Eyes: Side-eye - Yellow, Eyewear: Rose-Colored Glasses, Headwear: Tiara
ArbiBird #8998: Background: Blue, Body: Brave - Black, Beak: Small - Orange, Outerwear: Gold Chain, Eyes: Relaxed - Purple, Eyewear: Visor, Headwear: Headphones
ArbiBird #8999: Background: Blue, Body: Enlightened - Legendary Brave, Beak: Short - Golden, Outerwear: Hoodie, Eyes: Open (Enlightened), Eyewear: Sunglasses, Headwear: Forest Ranger
ArbiBird #9000: Background: Blue, Body: Stark - Blue, Beak: Small (Enlightened), Outerwear: Bomber Jacket, Eyes: Angry - Robot, Eyewear: Monocle, Headwear: Mohawk (Jade)
ArbiBird #9001: Background: Blue, Body: Crescent - Blue, Beak: Short - Skeleton, Outerwear: Bomber Jacket, Eyes: Open - Fire, Eyewear: Monocle, Headwear: Moon Hat
ArbiBird #9002: Background: Blue, Body: Tabby - White, Beak: Small - Gray, Outerwear: Gold Chain, Eyes: Angry - Red, Eyewear: 3D Glasses, Headwear: Headband
ArbiBird #9003: Background: Blue, Body: Guardian - Blue, Beak: Short - Skeleton, Outerwear: Bomber Jacket, Eyes: Glitch 4, Eyewear: Monocle (Jade), Headwear: Moon Hat
ArbiBird #9004: Background: Blue, Body: Brave - Red, Beak: Small - Golden, Outerwear: Diamond Necklace, Eyes: Relaxed - Ruby, Eyewear: None, Headwear: Space Helmet
ArbiBird #9005: Background: Blue, Body: Jade - Legendary Brave, Beak: Small - Gray, Outerwear: Bomber Jacket, Eyes: Side-eye - Blue, Eyewear: Sunglasses, Headwear: Mohawk (Pink)
ArbiBird #9006: Background: Blue, Body: Glitch - Legendary Crescent, Beak: Small - Robot, Outerwear: Gold Chain, Eyes: Side-eye - Blue, Eyewear: 3D Glasses, Headwear: Headband
ArbiBird #9007: Background: Blue, Body: Crescent - Black, Beak: Small (Enlightened), Outerwear: Hero's Tunic, Eyes: Angry - Gray, Eyewear: Monocle (Jade), Headwear: Mohawk (Green)
ArbiBird #9008: Background: Blue, Body: Skeleton - Bone, Beak: Small - Skeleton, Outerwear: Hoodie, Eyes: Open - Adorable, Eyewear: None, Headwear: Raincloud
ArbiBird #9009: Background: Blue, Body: Enlightened - Legendary Sage, Beak: Short - Gray, Outerwear: None, Eyes: Open - Adorable, Eyewear: Rose-Colored Glasses, Headwear: Halo (Enlightened Variant)
ArbiBird #9010: Background: Blue, Body: Cosmic - Legendary Guardian, Beak: Short - Golden, Outerwear: Bomber Jacket, Eyes: Open - Diamond, Eyewear: Sunglasses, Headwear: Rubber Duck
ArbiBird #9011: Background: Blue, Body: Tabby - Red, Beak: Long - Robot, Outerwear: Punk Jacket, Eyes: Discerning - Blue, Eyewear: None, Headwear: Halo (Enlightened Variant)
ArbiBird #9012: Background: Blue, Body: Enlightened - Legendary Sage, Beak: Short (Jade), Outerwear: Gold Chain, Eyes: Discerning - Skeleton, Eyewear: Sunglasses, Headwear: Dancing Flame (Jade)
ArbiBird #9013: Background: Blue, Body: Brave - Pink, Beak: Long - Robot, Outerwear: Hoodie, Eyes: Glitch 5, Eyewear: Eyepatch, Headwear: Tiara
ArbiBird #9014: Background: Blue, Body: Tabby - Pink, Beak: Short - Ruby, Outerwear: Gold Chain, Eyes: Diamond - Epic, Eyewear: Visor, Headwear: Gremplin
ArbiBird #9015: Background: Blue, Body: Brave - Red, Beak: Small - Golden, Outerwear: Hoodie, Eyes: Side-eye - White, Eyewear: Monocle (Jade), Headwear: Tiara
ArbiBird #9016: Background: Blue, Body: Sage - Blue, Beak: Small (Enlightened), Outerwear: Gold Chain, Eyes: Side-eye - Purple, Eyewear: Eyepatch, Headwear: Unicorn Horn (Jade)
ArbiBird #9017: Background: Blue, Body: Crescent - Black, Beak: Short - Skeleton, Outerwear: None, Eyes: Relaxed - Blue, Eyewear: None, Headwear: Pirate's Hat
ArbiBird #9018: Background: Blue, Body: Crescent - Gray, Beak: Small - Golden, Outerwear: Jean Jacket, Eyes: Glitch 1, Eyewear: Gazelles, Headwear: Lincoln
ArbiBird #9019: Background: Blue, Body: Stark - Purple, Beak: Short - Golden, Outerwear: None, Eyes: Open - Green, Eyewear: Jobs Glasses, Headwear: Skully
ArbiBird #9020: Background: Blue, Body: Tranquil - Red, Beak: Short - Golden, Outerwear: None, Eyes: Open (Enlightened), Eyewear: Black-rimmed Glasses, Headwear: Fire
ArbiBird #9021: Background: Blue, Body: Crescent - Green, Beak: Short (Jade), Outerwear: None, Eyes: Open - Gray, Eyewear: Monocle (Jade), Headwear: Unicorn Horn (Jade)
